Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
319,0.9395588040351868,6.881104946136475,83.58240509033203,8.169517870704297,-8.553730399475231,-96.88728866348009,-52.96937,19.407076,6.5134172,121.78664,5.981082,-2.6201365,-1.384142,-11.551132,2.8579578,32.584026,4.1436224,5.513837,6.4141073,-9.887825,19.750345,26.893373,34.579853,-24.747677,45.99538,28.996176,18.04688,10.260646,-156.22931,-64.98524,76.31932,32.64559,-38.634705,26.50179,-46.316475
320,0.7318160533905029,7.071075439453125,82.70435333251953,8.57937386578437,-8.354922424400964,-97.02676694403858,-57.800438,19.21872,5.1918573,126.16785,4.5158005,-1.911089,-1.0324688,-11.788417,2.6784859,32.949833,-0.37987003,4.117739,6.8390546,-10.894491,19.170061,29.801596,31.805443,-23.792994,48.50397,27.12099,16.95304,10.99447,-157.7395,-65.31632,75.887245,32.106407,-38.688576,26.465422,-47.43112
321,0.5500378012657166,7.270658016204834,81.81897735595703,8.880161836789295,-8.358407034372663,-97.12419515444884,-62.537754,18.87274,3.8101354,130.08916,2.8296046,-1.1461278,-0.68249476,-12.08125,2.2786489,33.372913,-4.7698646,3.5781078,7.2037907,-11.71498,18.83013,32.7584,29.21492,-22.694103,50.592438,25.554142,16.252213,11.431018,-158.95367,-65.6902,75.183136,31.074682,-38.699707,26.575647,-48.516895
322,0.3949900269508362,7.488392353057861,80.9220962524414,9.091671170111521,-8.50502030082439,-97.18659245880622,-67.27339,18.327194,2.3821995,133.59273,1.047199,-0.40258145,-0.40934545,-12.421814,1.6886206,33.98874,-9.342417,3.5715754,7.6167517,-12.343296,18.676023,35.74523,26.854715,-21.55823,52.279427,24.06754,15.767117,11.702552,-159.98186,-66.09494,74.40826,29.69146,-38.691265,26.73142,-49.528152
323,0.26451045274734497,7.717536926269531,79.99772644042969,9.270598994782222,-8.721943540914825,-97.27058087718837,-71.85135,17.710573,1.0947458,136.67633,-0.74177486,0.30804673,-0.34502932,-12.760278,1.1509418,34.951267,-13.745148,3.7993155,8.074485,-12.799253,18.676088,38.58554,24.634817,-20.530546,53.698994,22.658531,15.336674,11.786441,-160.83098,-66.526375,73.55372,27.940613,-38.760227,26.885817,-50.441692
324,0.15564602613449097,7.932658672332764,79.07954406738281,9.466975649874666,-8.940333655641117,-97.43102866038579,-76.120766,17.1729,0.099236354,139.32448,-2.45104,0.9745291,-0.5960155,-13.022228,0.9487339,36.379375,-17.616253,3.953016,8.366942,-13.200105,18.85593,41.018482,22.19668,-19.472996,55.15425,21.43356,14.777547,11.731712,-161.43083,-67.060234,72.2821,25.684317,-39.00118,26.975288,-51.185764
325,0.08293458819389343,8.152027130126953,78.19136047363281,9.713834013975728,-9.158353664275948,-97.71227079755674,-80.13714,16.732924,-0.595382,141.50238,-4.0886326,1.5255007,-1.2508847,-13.184309,1.2585869,38.42831,-20.943459,3.967375,8.623464,-13.548278,19.252455,43.05243,19.613949,-18.384083,56.632893,20.34174,14.062303,11.437334,-161.8046,-67.692154,70.61507,22.853601,-39.514027,27.057995,-51.710915
326,0.03682544454932213,8.36346435546875,77.35717010498047,9.969453255918214,-9.419092675290633,-98.08723388449295,-83.98119,16.399643,-1.0882355,143.23785,-5.6817565,2.0379999,-2.214973,-13.269166,1.9025997,40.996147,-23.911005,3.9776688,8.508655,-13.968553,20.00327,44.458103,16.393007,-16.874739,58.444008,19.49932,13.273935,11.114773,-161.83826,-68.60285,68.00632,19.230753,-40.224503,27.046328,-51.90837
327,0.006619859021157026,8.587331771850586,76.59319305419922,10.205678464382157,-9.699593001879975,-98.49786803627018,-87.55114,16.245901,-1.4421635,144.58243,-7.165923,2.6296382,-3.3369422,-13.281849,2.6665964,43.80764,-26.445074,3.976331,8.162783,-14.443457,20.986567,45.326046,12.975965,-15.374044,60.26158,18.731247,12.474699,10.87191,-161.6634,-69.75026,65.062836,15.218378,-40.773357,26.86118,-52.001507
328,-0.023977333679795265,8.797021865844727,75.92060852050781,10.392451049733207,-9.980007612799435,-98.8795023490129,-90.73807,16.35213,-1.6930969,145.59499,-8.481177,3.4436386,-4.4563856,-13.23624,3.3278117,46.57373,-28.453978,3.9597213,7.543882,-15.019831,22.113312,45.62133,9.579111,-14.118597,61.990936,17.925354,11.6805725,10.856146,-161.31589,-71.13282,62.014084,11.107312,-40.92847,26.394339,-52.115246
329,-0.07103414088487625,8.988790512084961,75.33175659179688,10.528074039541469,-10.215309523939007,-99.27439477343984,-93.567024,16.871168,-1.8486378,146.23831,-9.5914345,4.5800333,-5.667305,-13.102334,3.8746798,49.35012,-29.779415,3.9021773,6.766852,-15.698211,23.307074,45.424534,6.4164557,-13.335157,63.546036,16.83499,10.832029,10.887163,-160.83858,-72.728355,59.023445,6.9036007,-40.60953,25.643028,-52.38266
330,-0.14603663980960846,9.15792179107666,74.81622314453125,10.644983881934795,-10.425218813137656,-99.68838017171957,-96.0912,17.738766,-1.8687979,146.49937,-10.547567,5.949933,-7.0004,-12.897643,4.3977013,52.233242,-30.51088,3.8138182,5.996404,-16.449266,24.568604,44.839832,3.633771,-12.951485,64.910255,15.5301285,9.919608,10.852023,-160.25226,-74.48982,56.20772,2.6173515,-39.933933,24.716969,-52.76894
331,-0.2349618375301361,9.314759254455566,74.36917877197266,10.762887075250832,-10.687787550020953,-100.00389294927277,-98.22653,18.718496,-1.6920816,146.47144,-11.421024,7.43413,-8.201533,-12.716813,4.8313985,54.98629,-30.913906,3.7494023,5.1319914,-17.353596,26.003813,43.722595,1.045665,-12.577051,66.18721,14.446068,9.056251,11.159945,-159.42078,-76.675224,53.360073,-1.7361796,-38.890472,23.652697,-53.107758
332,-0.3283390402793884,9.469755172729492,73.98368072509766,10.909403238519866,-11.068399764766172,-100.10110516449335,-99.89408,19.55899,-1.2601271,146.24622,-12.266266,8.8912325,-9.041581,-12.66906,5.1236873,57.3862,-31.260849,3.766164,4.511694,-18.190815,27.429085,42.523483,-0.58531356,-12.479956,67.035255,13.818204,8.306844,11.763616,-158.64914,-78.68561,51.46408,-5.32223,-37.85264,22.574978,-53.3698
333,-0.43638432025909424,9.610248565673828,73.65119171142578,11.088630194314513,-11.639131214750048,-99.91875146791571,-100.96094,20.354084,-0.45551857,145.78084,-13.136387,10.463072,-9.393414,-12.783286,5.257956,59.35267,-31.535334,3.9064937,3.9626396,-18.91807,28.798193,41.200966,-1.2765664,-12.913518,67.57876,13.690401,7.6961985,12.695964,-158.101,-80.13808,50.83775,-7.856772,-36.979496,21.407457,-53.64376
334,-0.5482413172721863,9.737948417663574,73.3681640625,11.277405872040124,-12.20436247798405,-99.50400833886442,-101.65069,21.205557,0.7142744,145.02608,-13.952411,12.184634,-9.584768,-13.001642,5.2749667,61.031044,-31.604536,4.13677,3.3957415,-19.63494,29.793802,39.47465,-1.4649998,-13.70816,68.35295,13.950267,7.2133284,14.063293,-157.38129,-81.7235,51.030117,-10.039604,-35.90664,20.133898,-53.950634
335,-0.6554775238037109,9.837419509887695,73.12474822998047,11.460531426379124,-12.530986222396802,-98.91429023548984,-102.322754,21.83273,2.0359142,144.0814,-14.566798,13.700986,-9.940059,-13.303551,5.205696,62.52285,-31.586748,4.397515,2.8097234,-20.145296,29.793802,37.801327,-1.1446918,-14.568658,69.31851,14.577679,6.8334627,15.630948,-156.6248,-82.64439,52.425884,-11.281351,-34.973568,18.940159,-54.11304
336,-0.7577677965164185,9.928564071655273,72.910400390625,11.626604752700283,-12.81356489922759,-98.27322386863318,-102.85818,21.894451,3.2080674,143.11412,-14.965623,14.597725,-10.221417,-13.665656,5.0260344,63.821182,-31.613089,4.6236577,2.4800494,-20.472721,29.793802,36.265213,-0.32994646,-14.993887,69.74851,15.617896,6.5612154,17.4517,-156.12277,-83.2724,54.47825,-11.914939,-34.412132,17.951984,-53.824448
337,-0.8439918160438538,9.998444557189941,72.72589111328125,11.773919896452357,-13.028696568680747,-97.54286650766464,-103.393776,21.072887,4.1148047,142.05453,-14.95525,14.592384,-10.458614,-14.108694,4.721264,64.94249,-31.68432,4.8175936,2.1759827,-20.665768,29.793802,34.92009,0.8678241,-14.656,69.532814,17.428997,6.521376,19.74148,-155.73785,-83.435646,56.844395,-11.851643,-34.486553,17.231514,-52.836617
338,-0.9319285154342651,10.039456367492676,72.56876373291016,11.895991657403545,-13.22405484187601,-96.71436285885463,-103.83613,19.626297,4.8316455,140.87509,-14.646314,13.949643,-10.580812,-14.613625,4.2980404,65.85201,-31.74117,5.0018077,1.8883924,-20.698143,29.793802,33.614304,2.447025,-13.856242,68.85407,19.89446,6.7643323,22.46903,-155.46936,-83.1627,59.65416,-11.112268,-34.98527,16.67048,-51.342365
339,-1.0291708707809448,10.057049751281738,72.42853546142578,11.9657157772354,-13.397974033727044,-95.92700876179491,-104.154274,18.14311,5.3077674,139.76219,-14.313652,13.134158,-10.594283,-15.075304,3.8077931,66.53297,-31.807465,5.134808,1.7619746,-20.510187,29.793802,32.359818,4.3349743,-12.75627,67.74568,22.440294,7.1238165,25.260267,-155.312,-82.4806,62.781475,-9.725567,-35.346478,16.118715,-49.66527
340,-1.1253411769866943,10.060615539550781,72.31822967529297,11.955348490932453,-13.546847827685296,-95.31030236705469,-104.308685,17.19783,5.5277634,138.9031,-14.195685,12.6168995,-10.509854,-15.393284,3.293654,66.97141,-31.909601,5.175083,1.9035896,-20.062677,29.793802,31.127417,6.4092484,-11.474362,66.26282,24.516937,7.355356,27.776989,-155.23767,-81.42301,66.04722,-7.7289658,-35.010708,15.449952,-48.113197
341,-1.1999614238739014,10.044668197631836,72.2420425415039,11.83474658607734,-13.646166669797624,-94.91048980906673,-104.30832,16.99101,5.4535823,138.36266,-14.343575,12.551521,-10.330148,-15.530345,2.729194,67.12257,-32.098804,5.0780888,2.3772206,-19.269304,29.793802,29.823404,8.629687,-9.949513,64.51722,26.011585,7.317568,30.095491,-155.1608,-80.00069,69.30995,-5.132921,-33.52938,14.612839,-46.631893
342,-1.2701947689056396,10.018779754638672,72.1961441040039,11.628198487417977,-13.700050943461097,-94.65202940608671,-104.17699,17.196693,5.119192,138.03857,-14.616992,12.685573,-10.059618,-15.540793,2.1037452,67.009796,-32.345356,4.875074,3.100029,-18.160236,29.793802,28.427864,10.994991,-8.129999,62.487232,27.222147,7.1273065,32.364758,-155.02365,-78.24053,72.55794,-1.9706877,-31.250662,13.687614,-45.04503
343,-1.3356040716171265,9.976664543151855,72.19091796875,11.38331157250004,-13.74853619644931,-94.47574501509855,-103.90135,17.60934,4.6230817,137.86821,-14.948607,12.873518,-9.708353,-15.470919,1.481018,66.71642,-32.552467,4.639343,3.9430676,-16.89625,29.793802,26.97913,13.418153,-6.116662,60.075745,28.218962,6.8788443,34.393326,-154.84807,-76.21755,75.8166,1.6748314,-28.818113,12.745986,-43.488686
344,-1.4028313159942627,9.925113677978516,72.22464752197266,11.148038156619306,-13.829705995653416,-94.3228652738586,-103.4637,18.023548,4.0643544,137.79112,-15.271824,12.972074,-9.289485,-15.367957,0.9230963,66.32712,-32.623795,4.4445133,4.768133,-15.636747,29.793802,25.481268,15.789877,-4.0052366,57.24127,29.066872,6.679771,36.014126,-154.6656,-74.02293,79.14369,5.7073755,-26.864517,11.842337,-42.134956
345,-1.4682576656341553,9.87054443359375,72.29647827148438,10.928196863999153,-13.958159681979199,-94.21580713573388,-102.83538,18.438389,3.409411,137.84108,-15.612038,12.9525,-8.806362,-15.221943,0.4647385,65.86381,-32.548687,4.299183,5.601528,-14.377848,29.793802,23.935583,18.045174,-1.6671325,53.888298,29.685705,6.4883256,37.13505,-154.44919,-71.72266,82.531654,10.195308,-25.50599,10.953504,-41.093792
346,-1.529931902885437,9.810771942138672,72.41250610351562,10.701688376090754,-14.109314438908477,-94.17188441001717,-102.035645,18.951368,2.6299725,138.02936,-15.990937,12.884809,-8.257793,-15.017461,0.06896187,65.28123,-32.37274,4.1674337,6.46717,-13.070659,29.793802,22.300337,20.192122,0.94338197,50.116417,30.072615,6.2678633,37.902546,-154.12796,-69.36677,85.88842,15.041085,-24.41863,10.027741,-40.22453
347,-1.5882630348205566,9.744329452514648,72.57275390625,10.473325507195316,-14.257482282379641,-94.1220664307957,-101.111755,19.50761,1.833427,138.2702,-16.336971,12.776625,-7.654408,-14.792803,-0.31196094,64.5664,-32.08535,4.0562205,7.226775,-11.807207,29.793802,20.565523,22.263443,3.6022992,46.133442,30.411755,6.144181,38.50157,-153.69221,-67.015236,89.19983,19.916225,-23.567322,9.077814,-39.364788
348,-1.6513036489486694,9.66300106048584,72.77864074707031,10.246787200342647,-14.375837778761051,-93.99730417797036,-100.11464,20.051832,1.1250863,138.47354,-16.575716,12.638523,-7.008144,-14.586982,-0.725228,63.70778,-31.677046,3.972836,7.755642,-10.674974,29.793802,18.761194,24.312443,6.0746818,42.1018,30.888498,6.243361,39.10721,-153.14935,-64.72822,92.488014,24.508419,-22.908554,8.12845,-38.37538
349,-1.715805172920227,9.566889762878418,73.03305053710938,10.012191695873113,-14.461172501131523,-93.78996975912455,-99.06187,20.566113,0.4831604,138.65263,-16.669909,12.475987,-6.3324924,-14.395753,-1.1717014,62.72958,-31.141663,3.9157162,8.050675,-9.684258,29.793802,16.918694,26.358847,8.313847,37.94136,31.600647,6.607232,39.797123,-152.52437,-62.558075,95.807236,28.907404,-22.586744,7.1673107,-37.26231
350,-1.784975290298462,9.460487365722656,73.33271026611328,9.77436895191282,-14.527099556876491,-93.53301090988167,-97.91698,21.081121,-0.12743987,138.84093,-16.666758,12.279543,-5.6163015,-14.205258,-1.6291512,61.629395,-30.486872,3.8822114,8.178802,-8.80925,29.793802,15.080085,28.4118,10.457167,33.553432,32.421852,7.165611,40.459797,-151.82265,-60.546005,99.183105,33.182537,-22.589603,6.1802406,-36.112247
351,-1.8496321439743042,9.340581893920898,73.67658233642578,9.555377840321109,-14.570290419483916,-93.218975974754,-96.65307,21.603704,-0.62214905,138.98184,-16.61389,12.041421,-4.835373,-14.045141,-2.1083736,60.356953,-29.724316,3.8783374,8.1177225,-8.091034,29.793802,13.352945,30.51281,12.571377,29.017456,33.204216,7.8661585,40.972694,-151.01755,-58.72974,102.57732,37.006237,-22.633562,5.2074113,-34.916798
352,-1.9091079235076904,9.213769912719727,74.0629653930664,9.377113030341626,-14.589241777886258,-92.8404225993398,-95.24357,22.1405,-0.9173031,139.02217,-16.558533,11.755328,-3.9624712,-13.93852,-2.6216176,58.85951,-28.864594,3.9090102,7.8464737,-7.5810714,29.793802,11.853597,32.718475,14.73417,24.421272,33.79565,8.646003,41.21382,-150.06038,-57.147644,105.91022,40.062733,-22.447643,4.3021035,-33.663387
353,-1.972653865814209,9.062479019165039,74.4956283569336,9.253692455235072,-14.584121979582147,-92.39065134944516,-93.68892,22.701992,-0.99086785,138.98003,-16.493174,11.386527,-2.9880562,-13.908104,-3.1803145,57.138687,-27.95626,3.9818323,7.290332,-7.3801794,29.793802,10.810851,35.061783,17.078812,19.559044,34.123875,9.536957,41.07876,-148.94542,-55.82867,109.16888,42.272293,-22.005768,3.5028229,-32.36466
354,-2.0359673500061035,8.895721435546875,74.98106384277344,9.171012819155951,-14.564466907503123,-91.87701577359321,-91.98713,23.266056,-0.8842813,138.87106,-16.398418,10.946624,-1.9120572,-13.934249,-3.7762334,55.214977,-26.981567,4.0898347,6.41472,-7.5427184,29.793802,10.344712,37.53507,19.751766,14.339188,34.263714,10.54786,40.6555,-147.60004,-54.79477,112.120964,43.83112,-21.547268,2.7902846,-31.028984
355,-2.0998177528381348,8.708085060119629,75.51943969726562,9.111170134583181,-14.544123256283147,-91.31605300167695,-90.1059,23.805021,-0.6145665,138.64705,-16.308342,10.501732,-0.7218975,-13.979216,-4.3922577,53.070885,-25.851004,4.2174006,5.290626,-8.023863,29.793802,10.397865,40.125084,22.83406,9.024955,34.2933,11.5784855,40.103523,-145.89752,-54.06595,114.433556,44.85025,-21.170341,2.1506197,-29.652298
356,-2.164433240890503,8.504481315612793,76.104248046875,9.053993422941405,-14.534294501114983,-90.72416965255941,-88.02083,24.291546,-0.20421652,138.25816,-16.25473,10.120789,0.5938844,-13.999291,-5.0126395,50.68069,-24.475636,4.3519425,4.0836654,-8.668517,29.793802,10.70229,42.8259,26.206121,4.0066066,34.30147,12.520292,39.583366,-143.82607,-53.65795,116.07504,45.422535,-20.863321,1.5766202,-28.252256
357,-2.2235865592956543,8.292892456054688,76.73725891113281,8.988757038086389,-14.547983706031626,-90.0928469929662,-85.710785,24.756384,0.35452366,137.73962,-16.303907,9.861319,2.1110804,-13.9552,-5.668253,47.932888,-22.887796,4.485724,2.871332,-9.386794,29.793802,11.152953,45.67196,29.785732,-0.66879874,34.309544,13.338869,39.10985,-141.4626,-53.573273,117.26526,45.43486,-20.506882,1.0667392,-26.89678
358,-2.277604579925537,8.069707870483398,77.41676330566406,8.915801521619782,-14.509908196253791,-89.41314821226037,-83.28927,25.199146,1.0538559,137.09714,-16.389977,9.686666,3.7130268,-13.853131,-6.350447,44.892666,-21.118582,4.625672,1.6665552,-10.133556,29.537725,11.70206,48.712875,33.33267,-4.9157405,34.318336,14.087763,38.6211,-138.6583,-53.791027,118.16703,44.90511,-20.051584,0.6631239,-25.594063
359,-2.319192409515381,7.827898025512695,78.1369857788086,8.828884201811531,-14.117612217712923,-88.68350809067182,-81.1709,25.589306,1.8510269,136.219,-16.283922,9.558898,4.8680944,-13.728723,-6.9595633,41.882484,-19.092297,4.7832046,0.51217496,-10.743743,28.05247,12.048361,52.054405,35.980705,-8.0458145,34.49879,14.783161,38.16572,-134.67007,-54.207573,118.73424,44.038,-19.555935,0.44378987,-24.318197
360,-2.3492271900177,7.567784786224365,78.89239501953125,8.75982169029276,-13.677678774166303,-87.95492135765734,-78.9537,25.790956,2.725189,135.0514,-15.991625,9.340168,5.8578835,-13.6406765,-7.4801435,39.01445,-16.709675,4.9921722,-0.4228104,-11.179589,26.46985,11.817711,55.6926,37.929497,-10.248262,34.65361,15.4697695,37.791412,-130.364,-54.85919,119.07914,43.249367,-19.080742,0.37568128,-22.88923
361,-2.369964838027954,7.303451061248779,79.68621826171875,8.723419558351583,-13.161042648218462,-87.20813770497237,-76.62998,25.762184,3.6970236,133.59372,-15.542479,9.025674,6.6893735,-13.593031,-7.923116,36.22176,-13.907634,5.258193,-1.1817571,-11.452629,24.81406,10.483954,59.655827,38.856216,-11.29614,34.970676,16.145622,37.476383,-125.852646,-55.773506,119.18917,42.36703,-18.570074,0.49809584,-21.191946
362,-2.365852117538452,7.046463966369629,80.50473022460938,8.705311743978221,-12.586297544060551,-86.43607532924649,-74.19341,25.541313,4.7600794,131.8838,-14.988802,8.660766,7.4037967,-13.532178,-8.321376,33.45524,-10.759691,5.56525,-1.7186291,-11.570586,23.061197,8.185809,63.96515,38.720062,-11.487722,35.30392,16.808912,37.21589,-121.06216,-56.983784,119.080025,41.28244,-17.979877,0.7987919,-19.32447
363,-2.3354995250701904,6.791365146636963,81.34416198730469,8.67066165717589,-12.004522886906143,-85.67988997663379,-71.686966,25.174616,5.8224454,129.89516,-14.249191,8.231792,7.906613,-13.430298,-8.648283,30.953083,-7.3640423,5.8952613,-2.0261624,-11.544329,21.301758,4.5189576,68.56976,37.1556,-10.718324,35.62089,17.440407,36.99555,-116.01677,-58.517143,118.74003,40.112038,-17.398924,1.2257128,-17.513742
364,-2.2769715785980225,6.544130325317383,82.19602966308594,8.582258800736668,-11.462790189485707,-84.98181088935503,-69.14912,24.712591,6.798965,127.59619,-13.241492,7.7203364,8.113035,-13.29727,-8.867989,28.943922,-3.808993,6.2321415,-2.1099157,-11.41213,19.629461,-0.9161323,73.35182,33.743763,-9.00715,35.82456,18.032837,36.815006,-110.71577,-60.39389,118.12861,38.965866,-16.91166,1.7143048,-15.98606
365,-2.1856558322906494,6.310519695281982,83.053466796875,8.452191353102085,-10.928575902790811,-84.33317809019331,-66.60079,24.07875,7.6870565,124.951805,-11.914572,7.098944,7.956304,-13.252841,-9.123511,27.461807,0.14953318,6.551896,-2.0759706,-11.291624,18.061104,-8.391159,78.128044,28.210413,-6.5602856,35.886402,18.660046,36.639767,-105.142876,-62.625168,117.11087,37.660614,-16.497828,2.2525275,-14.725899
366,-2.064009428024292,6.086555004119873,83.91295623779297,8.293053864064017,-10.380010573515284,-83.71806985373381,-64.020294,23.269537,8.512471,121.98523,-10.339909,6.3793736,7.4658217,-13.279231,-9.370258,26.426092,4.4676933,6.8607917,-2.087538,-11.264938,16.627384,-17.712013,82.6217,20.740541,-3.8628721,35.735306,19.329966,36.49874,-99.303024,-65.183975,115.49565,35.921215,-16.183483,2.8722794,-13.646386
367,-1.9188376665115356,5.863314628601074,84.76730346679688,8.067378841773632,-9.874662996497408,-83.16790610133444,-61.37521,22.448832,9.255563,118.75763,-8.613296,5.600552,6.7354584,-13.2066965,-9.275954,25.824753,8.6656885,7.2274494,-2.201223,-11.239517,15.450034,-28.055996,86.41854,12.13732,-1.5231042,35.33632,19.919,36.467155,-93.17417,-67.98119,113.1441,33.838696,-16.184408,3.5523105,-12.815527
368,-1.747328281402588,5.65061092376709,85.59247589111328,7.73626634317864,-9.474345071322185,-82.71329896954185,-58.62843,21.777567,9.90894,115.32981,-6.8213406,4.799435,5.913884,-12.845466,-8.506696,25.556793,12.301601,7.762546,-2.2690368,-10.974986,14.597374,-38.533485,89.08602,3.334602,0.15899329,34.846764,20.272917,36.598183,-86.56469,-70.900505,109.96061,31.766678,-16.689157,4.2591763,-12.270551
369,-1.5470260381698608,5.46567440032959,86.37145233154297,7.279045057337343,-9.193364446840485,-82.36010385100441,-55.760666,21.25666,10.4594755,111.67478,-4.8845286,3.9597666,5.0995746,-12.0369835,-6.699,25.375978,15.408083,8.703367,-2.1063957,-10.348043,14.046193,-48.909214,90.507454,-5.3044267,1.4772198,34.357914,20.336634,36.919773,-79.014755,-73.86669,105.68463,29.92904,-17.887796,5.010645,-12.116935
370,-1.3165465593338013,5.300553798675537,87.11593627929688,6.712887700377116,-9.004879294355442,-82.08848254920274,-52.78177,20.798054,10.925533,107.78253,-2.7960334,3.061148,4.302862,-10.870911,-4.082932,25.282974,18.184492,10.055882,-1.6913722,-9.444637,13.753785,-59.3722,91.00516,-13.904013,2.873537,33.799732,20.181057,37.3777,-70.10922,-76.84768,99.9696,28.170773,-19.59572,5.8197536,-12.280671
371,-1.0593090057373047,5.153500556945801,87.82875061035156,6.062787016011359,-8.91764711291772,-81.88798551795355,-49.692295,20.419434,11.333624,103.70979,-0.7356579,2.1114533,3.5213876,-9.523058,-1.2650204,25.57982,20.44321,11.535901,-1.1144547,-8.338287,13.72397,-70.01032,90.946014,-22.596735,4.5967665,33.031395,19.84336,37.91917,-59.788647,-79.80661,92.732475,26.26649,-21.303595,6.643897,-12.5576725
372,-0.7733204364776611,5.039053440093994,88.47125244140625,5.344792172818508,-8.936320872765611,-81.74958269894663,-46.496906,20.155207,11.730567,99.50927,1.1215919,1.1433691,2.663244,-8.181932,1.0946175,26.64541,22.038097,12.759844,-0.50342005,-7.0427403,13.9343,-80.67281,90.53931,-31.311617,6.752173,32.019363,19.351784,38.48603,-48.086136,-82.650925,83.98476,24.094255,-22.51789,7.405921,-12.720668
373,-0.4698115289211273,4.953549385070801,89.0492935180664,4.524480783748783,-9.11441445426443,-81.6730484675777,-43.09851,20.142729,12.197663,95.14341,2.7160451,0.20886056,1.7089009,-6.779629,2.9505227,28.71661,22.799103,13.538915,-0.018801179,-5.4976473,14.379048,-91.023315,89.876465,-39.749016,9.450253,30.642143,18.621216,39.160282,-35.000378,-85.14876,73.722595,21.735275,-22.998186,8.08131,-12.710445
374,-0.15599361062049866,4.89713191986084,89.5647201538086,3.5831380555730465,-9.438952556840103,-81.65159212653381,-39.53395,20.309042,12.677784,90.59813,4.1581297,-0.7525031,0.6285818,-5.2368402,4.5413218,31.725773,22.80102,14.020589,0.2544013,-3.6709187,14.965681,-100.728165,89.050186,-47.656414,12.6762905,28.87234,17.649538,39.924335,-20.79128,-86.93035,62.27048,19.486458,-22.962326,8.667917,-12.60455
375,0.1479223221540451,4.863753318786621,90.00605010986328,2.578327131370361,-9.811814893939914,-81.67579883931332,-35.996883,20.420944,13.052207,85.94876,5.520998,-1.7993197,-0.7242923,-3.769804,5.6243963,35.569794,22.339388,14.253098,0.2571164,-1.7887082,15.6138525,-109.38656,88.092255,-54.722282,16.228521,27.237745,16.595327,40.568954,-6.3814964,-87.701775,50.51423,17.524546,-22.730541,9.112115,-12.404057
376,0.44108709692955017,4.850349426269531,90.36988830566406,1.568917818867755,-10.131316207161046,-81.7444942235324,-32.67269,20.28432,13.186099,81.2669,6.8636427,-2.953784,-2.4874291,-2.6140065,5.9748936,40.085262,21.749273,14.281043,0.19126552,0.14624713,16.199379,-117.25529,87.097626,-61.278454,19.904552,25.738043,15.645234,40.916065,7.3040543,-87.5193,39.45888,16.009003,-22.592146,9.383981,-12.120856
377,0.7248474359512329,4.850449562072754,90.64185333251953,0.5453462841945435,-10.412476058196766,-81.87928392991785,-29.549528,19.879328,12.979809,76.46384,8.197172,-4.169608,-4.730039,-2.0255802,5.219768,45.48505,21.03562,13.8958645,0.06311536,2.1003547,16.77587,-124.65969,86.07017,-67.61404,23.720507,24.46355,14.920418,40.94584,19.370968,-86.61202,29.977146,14.957299,-22.536812,9.4362955,-11.768284
378,1.0220067501068115,4.884557247161865,90.81016540527344,-0.5037368127587548,-10.698095416765861,-82.0789501843262,-26.513256,19.374388,12.523915,71.53365,9.462637,-5.3854465,-7.3749723,-2.057548,3.6082373,51.79595,20.041285,12.954572,-0.18030494,4.0516024,17.362602,-131.75792,84.97595,-73.90559,27.738333,23.269196,14.324171,40.767204,29.17107,-85.18343,22.697403,14.402349,-22.474516,9.312751,-11.35436
379,1.3296891450881958,4.921944618225098,90.87799072265625,-1.51494585359509,-10.928169835404791,-82.31545541338376,-23.599163,18.850597,11.971368,66.65879,10.618711,-6.598078,-10.32122,-2.523129,1.8674103,58.527294,18.885458,11.699968,-0.54024744,5.880023,17.83721,-138.42274,83.75794,-80.17556,31.90805,22.03015,13.731563,40.43526,36.450794,-83.38805,17.898418,14.314094,-22.531843,9.114941,-10.893479
380,1.6406086683273315,4.975092887878418,90.83386993408203,-2.4299099679319194,-11.03584568335203,-82.56656948803867,-20.87539,18.357323,11.4710045,62.014107,11.647228,-7.8463144,-13.504246,-2.993349,0.6856139,65.17924,17.728918,10.54166,-0.9595679,7.5304804,18.01733,-144.08208,82.363304,-86.054596,36.164143,20.665974,13.027757,40.03672,41.401886,-81.35057,15.4605255,14.690134,-22.837511,8.941341,-10.397682
