Frame,root_translateX,root_translateY,root_translateZ,root_rotateX,root_rotateY,root_rotateZ,left_hip_pitch_joint_dof,left_hip_roll_joint_dof,left_hip_yaw_joint_dof,left_knee_joint_dof,left_ankle_pitch_joint_dof,left_ankle_roll_joint_dof,right_hip_pitch_joint_dof,right_hip_roll_joint_dof,right_hip_yaw_joint_dof,right_knee_joint_dof,right_ankle_pitch_joint_dof,right_ankle_roll_joint_dof,waist_yaw_joint_dof,waist_roll_joint_dof,waist_pitch_joint_dof,left_shoulder_pitch_joint_dof,left_shoulder_roll_joint_dof,left_shoulder_yaw_joint_dof,left_elbow_joint_dof,left_wrist_roll_joint_dof,left_wrist_pitch_joint_dof,left_wrist_yaw_joint_dof,right_shoulder_pitch_joint_dof,right_shoulder_roll_joint_dof,right_shoulder_yaw_joint_dof,right_elbow_joint_dof,right_wrist_roll_joint_dof,right_wrist_pitch_joint_dof,right_wrist_yaw_joint_dof
186,3.2372231483459473,-2.9691059589385986,88.96868133544922,-3.7424550845326006,-10.440904924154232,-91.73535929384948,-6.7614965,7.9810157,4.061358,37.39671,28.837473,-15.000033,-37.196945,1.8997751,-4.2644296,70.154686,15.196767,15.000033,-2.2103028,0.9088352,16.630041,-87.81295,70.603,-59.110996,36.11093,17.725225,6.5287194,25.652065,-45.75873,-77.02732,1.101078,0.5400797,-43.197987,22.353977,-26.353796
187,3.1416072845458984,-3.0324008464813232,89.24183654785156,-2.3174273540778896,-11.210356045667941,-91.41231406509212,-8.034764,6.839313,4.2335997,42.00982,28.031158,-15.000033,-32.535194,0.29225537,-3.2367322,65.78379,15.594947,15.000033,-2.534273,0.039999694,17.29097,-74.530396,71.61078,-49.513752,33.034355,19.884542,8.493794,22.532509,-57.569366,-80.4431,9.995612,3.037149,-41.935036,22.5255,-27.96312
188,3.055846929550171,-3.091336727142334,89.4273681640625,-1.0261467481815674,-11.80227615768953,-91.21943982239404,-9.819555,6.208379,4.6879263,47.182137,27.03796,-15.000033,-28.272858,-1.0323385,-2.2886777,61.485435,16.111416,15.000033,-2.7210352,-0.9200302,18.130678,-61.06966,72.08766,-39.71524,29.676197,21.871288,10.182345,19.61327,-69.08817,-83.11225,18.4541,4.7540216,-40.854218,22.658587,-29.26503
189,2.9508767127990723,-3.1511805057525635,89.5210952758789,0.2017430976505188,-12.184722251661707,-91.11781454928521,-12.128721,6.136143,5.63334,52.980236,25.904493,-15.000033,-24.440992,-2.0210292,-1.183376,57.24166,16.805847,15.000033,-2.869259,-2.1758785,18.984573,-48.10916,71.893974,-30.474157,26.551502,23.677021,11.622335,16.964283,-80.08959,-85.053764,26.222158,6.1300483,-40.19755,22.83038,-30.13646
190,2.814603090286255,-3.1984992027282715,89.50599670410156,1.4707997965279194,-12.424120327046994,-91.04681891433081,-14.7983055,6.6635423,7.154608,59.420948,24.401434,-14.662031,-20.936474,-3.0405529,-0.099182606,53.10021,17.515566,14.639215,-3.0159717,-3.8345017,19.759062,-36.0833,70.92462,-22.306877,23.959509,25.394463,12.916006,14.505294,-90.545204,-86.32891,33.301945,7.52917,-39.851856,23.013931,-30.756214
191,2.6852986812591553,-3.2248880863189697,89.37155151367188,2.6940813818517806,-12.560143464124796,-91.05141025664375,-17.6533,8.088809,9.287175,66.166626,22.638372,-12.67681,-17.746283,-4.041995,0.82746726,49.20214,18.160227,13.792189,-3.0525389,-5.6262517,20.396048,-25.486443,69.18713,-15.724041,22.070086,26.9556,14.002316,12.344841,-100.50765,-87.02907,39.822357,9.043908,-39.58787,23.116053,-31.324455
192,2.572873830795288,-3.2425429821014404,89.12492370605469,3.8320180760743447,-12.615829496538158,-91.14358014196551,-20.708618,9.486794,10.75441,72.80897,20.81066,-10.697875,-14.88051,-4.8695993,1.7915965,45.72193,18.633778,13.049441,-2.8906698,-7.3335705,20.871475,-16.57385,66.795235,-10.997582,20.935583,28.278809,14.837204,10.599211,-110.01912,-87.260254,45.92731,10.635686,-39.162758,23.029833,-32.032448
193,2.4697742462158203,-3.2611477375030518,88.77790832519531,4.895293886222825,-12.572137585221702,-91.33803281031975,-24.090786,10.521274,11.407615,79.381905,18.999176,-8.899758,-12.321975,-5.4568877,2.955061,42.57404,19.179092,12.641393,-2.479817,-8.843035,21.213284,-9.388532,63.911854,-8.099826,20.761143,29.183775,15.428429,9.520947,-119.225494,-87.11627,51.777225,12.420827,-38.512802,22.6778,-32.898155
194,2.3698174953460693,-3.2769031524658203,88.33412170410156,5.899945892001892,-12.416960825254916,-91.60618136506628,-27.821417,11.330843,11.573035,86.050415,17.131096,-7.1831884,-10.053922,-5.8620076,4.3017936,39.69655,19.770086,12.437567,-1.8613974,-10.14257,21.432745,-3.6795516,60.684643,-6.7248964,21.521374,29.759823,15.849774,9.022276,-128.21448,-86.65844,57.493675,14.424196,-37.702663,22.136518,-33.814346
195,2.2740871906280518,-3.279968023300171,87.80805969238281,6.827488321607802,-12.176612293717131,-91.88580661863789,-31.819992,11.999789,11.397159,92.59597,15.260216,-5.576913,-8.104568,-6.2511563,5.5109205,37.2918,19.914183,11.986484,-1.1353546,-11.225921,21.53184,0.92999,57.25833,-6.489832,22.888525,30.31211,16.140368,8.677381,-136.80865,-85.90521,62.99026,16.373978,-36.68314,21.512466,-34.78585
196,2.1756179332733154,-3.2675318717956543,87.20468139648438,7.663634166766011,-11.878854705193344,-92.12402987315294,-36.00264,12.680116,11.010227,98.79357,13.427471,-4.0688066,-6.5090547,-6.7374806,6.2666187,35.552525,19.122345,10.870731,-0.4351934,-12.163067,21.39252,4.7966566,53.7716,-7.085893,24.636402,31.153332,16.322407,8.033587,-144.07957,-84.89263,67.55689,17.919819,-35.479588,20.94044,-35.88543
197,2.07296085357666,-3.246687650680542,86.54118347167969,8.424549571072946,-11.482880229475633,-92.31645448797498,-40.42635,13.466901,10.528836,104.66547,11.647832,-2.577928,-5.286808,-7.30543,6.531796,34.58768,17.171572,8.760318,0.09394714,-13.121468,20.810394,8.2301445,50.362873,-8.2295475,26.897026,32.51574,16.435453,6.7813015,-148.74689,-83.74659,69.933235,18.858538,-34.132565,20.337952,-37.169727
198,1.961012363433838,-3.216510534286499,85.83654022216797,9.111531821214955,-10.990498666151137,-92.48342221485669,-45.137287,14.187354,9.838691,110.32275,9.918601,-1.1949857,-4.389802,-7.82916,6.5566874,34.24059,14.328439,6.050075,0.41508517,-14.122471,19.969242,11.527895,47.089027,-9.494752,29.531828,34.07326,16.44129,5.2020526,-151.37877,-82.63797,70.29856,19.27319,-32.76366,19.571644,-38.472267
199,1.8793832063674927,-3.1601526737213135,85.0093994140625,9.682110916375752,-10.494290544657801,-92.61966713872556,-50.0256,14.70047,8.852728,115.6584,8.243705,0.0066929925,-3.7306695,-8.255226,6.444413,34.25341,10.866838,3.4111388,0.57660353,-15.050085,19.135235,14.791336,43.92598,-10.701534,32.16075,35.36425,16.257208,3.7162313,-153.05524,-81.67906,69.66745,19.174772,-31.552317,18.79344,-39.67733
200,1.8135017156600952,-3.0807230472564697,84.14179992675781,10.10131007509414,-10.086350938154148,-92.7218361858865,-54.981712,14.861557,7.5320034,120.54442,6.6418257,0.9668086,-3.2284558,-8.5860405,6.217152,34.363197,7.093275,1.4510512,0.62443715,-15.821328,18.455153,17.89162,40.830383,-11.918035,34.68541,35.957104,15.838207,2.7587047,-154.24646,-80.929955,68.60668,18.549828,-30.731697,18.204115,-40.737274
201,1.7540422677993774,-2.9953417778015137,83.27326202392578,10.320921233817126,-9.772295675849238,-92.75781998476498,-60.135086,14.516742,5.796579,124.96157,5.161469,1.6272662,-2.8445287,-8.917145,5.5941477,34.411858,2.7719395,0.29205763,0.5430769,-16.379997,17.947884,20.822727,37.818405,-13.311818,37.100624,35.64107,15.075528,2.4649546,-155.13046,-80.42331,67.30403,17.281956,-30.430777,17.95062,-41.604248
202,1.7058137655258179,-2.8888981342315674,82.4078140258789,10.384659210730453,-9.515171006242763,-92.74477121931203,-65.46026,13.736229,3.8229463,128.98267,3.8015025,2.0524673,-2.5954435,-9.256736,4.6310534,34.52409,-2.125178,-0.35552505,0.3829557,-16.768631,17.587696,23.547127,34.917213,-14.884576,39.494896,34.708023,14.035509,2.5680258,-155.77943,-80.17359,65.834114,15.416674,-30.440523,17.911428,-42.32113
203,1.679751992225647,-2.7615129947662354,81.51728820800781,10.393042510735858,-9.340858403624845,-92.75956180406259,-70.63523,12.7856245,1.9480503,132.5993,2.5015464,2.4008243,-2.5222046,-9.529291,3.7771797,34.90147,-6.9728417,-0.60163176,0.251449,-17.082472,17.427248,25.96113,32.089462,-16.394653,41.90669,33.495213,12.94862,2.9147274,-156.22731,-80.1831,64.297134,13.174493,-30.532873,17.887632,-42.981213
204,1.6759617328643799,-2.612562417984009,80.60371398925781,10.44155062478628,-9.271041898139206,-92.87629583112714,-75.39653,11.975332,0.4165692,135.7927,1.2085057,2.8232784,-2.694281,-9.65854,3.4858232,35.78281,-11.175639,-0.61944294,0.23705979,-17.40826,17.51814,28.031311,29.263927,-17.541868,44.31836,32.34644,12.055273,3.386253,-156.4966,-80.43304,62.76491,10.786649,-30.479206,17.679037,-43.682613
205,1.6934305429458618,-2.431302070617676,79.68859100341797,10.544826037987786,-9.336028867681497,-93.12290696708624,-79.827156,11.248868,-0.8631175,138.53389,-0.087198704,3.209749,-3.2098687,-9.5931,4.003341,37.402897,-14.705854,-0.37090304,0.35096273,-17.777489,17.91592,29.897564,26.334337,-18.075329,46.69073,31.24744,11.434043,4.117941,-156.61568,-80.9049,61.2481,8.26795,-30.260496,17.177137,-44.592014
206,1.746840238571167,-2.2401669025421143,78.80479431152344,10.64675023042125,-9.51752755621624,-93.46389060376694,-84.06069,10.530516,-2.0371487,140.84999,-1.3523402,3.5247211,-4.0433154,-9.394457,5.0050373,39.6694,-17.896055,0.14389198,0.51759547,-18.136766,18.596004,31.586576,23.287132,-18.149595,49.0125,30.09835,10.944459,5.1441503,-156.59225,-81.56852,59.70134,5.5389776,-29.968348,16.510164,-45.61348
207,1.8239071369171143,-2.0402214527130127,77.96923828125,10.737534935474075,-9.758654171880126,-93.86882105421114,-87.96615,10.056078,-3.064612,142.79399,-2.5593371,3.9489505,-5.074935,-9.134571,6.1113405,42.311737,-20.684538,0.67883366,0.6970185,-18.45859,19.471207,32.922596,20.232496,-18.042866,51.279568,29.075052,10.513659,6.2115035,-156.4271,-82.360985,58.142296,2.7316248,-29.535557,15.843359,-46.476227
208,1.8935449123382568,-1.8346829414367676,77.22087097167969,10.813295423690013,-10.000985055213707,-94.3045181852885,-91.41875,10.070093,-3.9076521,144.40572,-3.6689465,4.6733084,-6.1667824,-8.88624,6.9614005,45.002182,-22.966112,0.9942789,0.86599493,-18.725613,20.440495,33.77417,17.358168,-18.00699,53.448635,28.319967,10.077566,7.04966,-156.13799,-83.19601,56.637234,0.019878155,-28.899952,15.353532,-46.927925
209,1.9544012546539307,-1.630540132522583,76.54440307617188,10.893511922587587,-10.213821067406254,-94.82758972572104,-94.460304,10.833204,-4.611877,145.65327,-4.639522,5.7990484,-7.43301,-8.63998,7.4926753,47.85908,-24.553648,0.9830044,1.0766577,-18.96113,21.47931,34.223694,14.751342,-17.99777,55.419743,27.822939,9.601645,7.398954,-155.77208,-84.01794,55.239784,-2.5819457,-28.10923,15.209684,-46.881973
210,1.9912151098251343,-1.4386852979660034,75.93937683105469,10.985907954760833,-10.436891416365341,-95.43734494651238,-97.1733,12.180356,-5.223383,146.53017,-5.52137,7.212886,-8.864752,-8.357158,7.8834133,50.949795,-25.542343,0.79120004,1.3489048,-19.17864,22.617315,34.40349,12.408032,-17.896336,57.13946,27.478296,9.12623,7.432987,-155.36287,-84.7953,54.01301,-5.050199,-27.208216,15.306361,-46.51983
211,2.0035483837127686,-1.2522757053375244,75.40795135498047,11.076041568657063,-10.71405165642511,-96.00734431680324,-99.47751,13.704866,-5.6802216,147.11377,-6.408916,8.761542,-10.149601,-8.091027,8.151033,53.857754,-26.231443,0.56342053,1.6152425,-19.355526,23.816725,34.248608,10.401342,-17.834307,58.657444,27.270454,8.701,7.5302463,-154.91544,-85.469345,53.06956,-7.180846,-26.142408,15.409589,-45.992905
212,2.003875970840454,-1.074676275253296,74.95366668701172,11.142377939345659,-11.081679087279174,-96.40096843564099,-101.28889,14.991259,-5.9059925,147.4814,-7.359332,10.284757,-10.99518,-7.8991303,8.319346,56.172855,-26.92192,0.43897536,1.8216372,-19.460663,25.021301,33.70596,8.84437,-17.97565,60.00788,27.171427,8.366437,8.054917,-154.45116,-85.97086,52.56785,-8.752656,-24.864836,15.2788315,-45.44666
213,1.9959545135498047,-0.9095478057861328,74.56985473632812,11.18059209679317,-11.592490579250738,-96.57609393218719,-102.54294,16.073004,-5.8246055,147.60654,-8.438392,11.960374,-11.272997,-7.7928286,8.414401,57.759766,-27.645506,0.46274513,1.9752167,-19.479734,26.269602,32.65724,7.834435,-18.62974,61.267048,27.226147,8.116599,9.010464,-153.97803,-86.2516,52.602158,-9.731375,-23.16098,14.83396,-44.86075
214,1.9724860191345215,-0.7497172355651855,74.24293518066406,11.210374704560659,-12.206013034663494,-96.59577885151066,-103.276215,17.157066,-5.420154,147.46274,-9.607648,13.818037,-11.163454,-7.764302,8.418338,58.836086,-28.253895,0.5619805,2.1384573,-19.421366,27.541002,31.186049,7.350763,-19.699217,62.382465,27.39837,7.9199343,10.19581,-153.53416,-86.31992,53.188915,-10.182577,-21.163706,14.21562,-44.16232
215,1.950646162033081,-0.6027474403381348,73.96836853027344,11.216575465917499,-12.818422784914356,-96.4819528267464,-103.55394,17.75612,-4.8817687,147.13348,-10.696553,15.000033,-10.846004,-7.809118,8.288786,59.52491,-28.767757,0.6803257,2.3169641,-19.270285,28.702862,29.526947,7.305945,-20.722446,63.186344,27.56194,7.7861247,11.686613,-153.16295,-86.208015,54.315807,-10.057219,-19.321087,13.496364,-43.413277
216,1.9404642581939697,-0.4799424111843109,73.76055145263672,11.172302338904352,-13.330252680139255,-96.26584712268138,-103.50966,17.627344,-4.3890057,146.70029,-11.498619,15.000033,-10.494076,-7.907913,7.9875965,59.943893,-29.20446,0.7587826,2.491451,-19.003372,29.639658,27.916033,7.6065774,-21.191847,63.49875,27.613346,7.729769,13.583172,-152.89459,-85.94407,55.926792,-9.314783,-18.0636,12.7358675,-42.689873
217,1.954331636428833,-0.3904053270816803,73.62835693359375,11.032221939173821,-13.588692499802809,-95.8902185493146,-103.44794,17.462585,-3.6226084,146.10925,-11.806033,15.000033,-10.286447,-8.067468,7.4552073,60.10788,-29.580587,0.77787596,2.6317446,-18.4728,29.793802,26.25113,8.225588,-21.241032,63.850628,27.386456,7.781798,16.195694,-152.48,-85.45052,58.25857,-7.806533,-17.5035,11.87403,-42.101967
218,1.9808508157730103,-0.3111847937107086,73.55113983154297,10.831560851095535,-13.798922958900272,-95.36037124655341,-103.08212,17.263502,-2.5670204,145.35011,-11.811356,15.000033,-9.947011,-8.322931,6.7182865,59.942852,-29.892307,0.77194756,2.7507527,-17.7545,29.793802,24.361109,9.194077,-21.013262,63.99789,27.00727,7.9129725,19.428665,-152.13567,-84.72608,61.10894,-5.624786,-17.442526,10.880133,-41.5356
219,1.9973589181900024,-0.2310420423746109,73.53069305419922,10.587780628527652,-13.968739251664477,-94.8189142935481,-102.41045,17.13881,-1.477537,144.53015,-11.741242,15.000033,-9.514597,-8.548481,5.937841,59.494263,-30.066866,0.74941885,2.9246862,-16.919796,29.793802,22.575336,10.459828,-20.294147,63.391712,26.763184,8.066326,22.639711,-151.93074,-83.803185,64.26963,-2.9868126,-17.611559,9.88168,-40.924805
220,2.0066165924072266,-0.15317963063716888,73.58655548095703,10.347448760620107,-14.057812848241621,-94.37041850947504,-101.47675,17.073874,-0.6052182,143.72969,-11.781854,14.71354,-9.100707,-8.68166,5.2772255,58.833096,-30.044586,0.73336107,3.1558433,-16.086184,29.793802,21.227365,11.912082,-18.81942,61.57705,26.949877,8.223285,25.185562,-151.8468,-82.714676,67.530205,-0.107275896,-17.717583,9.010472,-40.212967
221,2.021484375,-0.07250522077083588,73.71432495117188,10.10898883021963,-14.042223397498171,-94.05522397749614,-100.27387,17.025608,-0.046461605,142.9654,-11.941958,13.946825,-8.752624,-8.690803,4.783816,57.976486,-29.830545,0.7229376,3.4518723,-15.255928,29.793802,20.51927,13.469752,-16.033188,58.16362,27.799932,8.450927,26.763683,-151.85927,-81.48124,70.78316,3.099467,-17.800386,8.281741,-39.38072
222,2.0340843200683594,0.00643100356683135,73.91539001464844,9.858664400456739,-13.941416433505658,-93.80987188657375,-98.7926,17.114801,0.39948133,142.19067,-12.132186,13.038555,-8.418176,-8.630458,4.375296,56.893623,-29.453028,0.71044797,3.7771153,-14.4098425,29.793802,20.295258,15.095445,-12.106971,53.459007,29.0964,8.758427,27.738935,-151.87851,-80.11485,74.01365,6.6623588,-17.951246,7.6193514,-38.437874
223,2.0362777709960938,0.09430788457393646,74.18527221679688,9.6220234869588,-13.785600846723833,-93.59253335418735,-97.06639,17.282787,0.7940591,141.39688,-12.391017,12.059207,-8.044336,-8.548972,4.017092,55.564636,-28.880713,0.7013711,4.0751696,-13.613782,29.793802,20.259619,16.72327,-7.8815255,48.149666,30.454508,9.0564575,28.507328,-151.80867,-78.6523,77.1992,10.277456,-17.960302,7.023786,-37.372105
224,2.025137186050415,0.1703384518623352,74.52957916259766,9.420290901351152,-13.607535578062574,-93.36137093502717,-95.12691,17.473265,1.1920657,140.57483,-12.755931,11.079612,-7.577303,-8.491993,3.6736474,53.976395,-28.080849,0.7015183,4.2697277,-12.904013,29.793802,20.06067,18.337822,-4.2385616,42.95121,31.527708,9.283658,29.525236,-151.57224,-77.14581,80.344765,13.60322,-17.613619,6.5055027,-36.174484
225,2.004213333129883,0.24570892751216888,74.9446029663086,9.265669444156677,-13.39670140116596,-93.14154405557628,-92.958595,17.675985,1.5689275,139.76445,-13.309843,10.010155,-7.025311,-8.456809,3.356465,52.11493,-27.088112,0.70362103,4.346756,-12.294156,29.793802,19.71154,19.963081,-1.3423413,37.820473,32.239105,9.344109,31.0047,-151.18066,-75.65268,83.43396,16.599043,-16.820866,6.129212,-34.838295
226,1.9759550094604492,0.31021004915237427,75.43437194824219,9.148367554578133,-13.146513104207452,-92.94571733329475,-90.54059,17.922976,1.9161133,138.95355,-14.0078125,8.85112,-6.4047337,-8.428109,3.0795333,49.996864,-25.910263,0.70674187,4.3472266,-11.760697,29.793802,19.38515,21.614279,1.2646786,32.42781,32.756615,9.303938,32.698326,-150.64401,-74.2282,86.472534,19.362978,-15.713621,5.8844438,-33.36524
227,1.9307917356491089,0.3558454215526581,75.99781036376953,9.04567854388677,-12.89203742750043,-92.71076092925804,-87.906006,18.217535,2.3067763,138.05379,-14.68914,7.803983,-5.6772666,-8.420156,2.8067973,47.650047,-24.476921,0.72893804,4.2252088,-11.28986,29.793802,19.094765,23.323986,3.6748922,26.90923,33.153664,9.35332,34.380447,-149.845,-72.924545,89.43156,21.742098,-14.407147,5.678999,-31.762175
228,1.8810302019119263,0.3830271065235138,76.62196350097656,8.934949913905543,-12.646334811777752,-92.37022246839079,-85.11562,18.553251,2.8094497,136.97868,-15.1837,7.067213,-4.8319345,-8.442536,2.501189,45.104336,-22.71605,0.7914477,3.94033,-10.854047,29.702435,18.82219,25.139194,5.9294653,21.497017,33.50019,9.676671,35.819633,-148.58797,-71.79225,92.28939,23.578241,-13.005513,5.4224906,-30.054548
229,1.8267171382904053,0.3787195384502411,77.30098724365234,8.802155501495648,-12.288474723796357,-91.87315669717951,-82.29037,18.914452,3.451012,135.76292,-15.557577,6.715799,-3.9451926,-8.473277,2.1433287,42.25351,-20.62305,0.8975462,3.4291427,-10.428474,28.976263,18.469706,27.148415,7.7021427,16.60784,33.85317,10.368783,37.063698,-146.33076,-70.84818,94.97862,24.695444,-11.292988,5.02515,-28.253454
230,1.7769137620925903,0.35818201303482056,78.0349349975586,8.66684098140435,-11.92735999259011,-91.2702389509551,-79.251816,19.27792,4.2038417,134.44212,-15.89818,6.621909,-2.9096859,-8.50994,1.7450985,39.125168,-18.25149,1.0425627,2.690761,-10.122667,28.018097,18.24926,29.374887,9.22216,11.769246,34.13471,11.300196,38.205154,-143.26927,-70.15113,97.29606,25.223112,-9.354809,4.599707,-26.383757
231,1.7386268377304077,0.31506264209747314,78.81131744384766,8.51895948515782,-11.565815320069417,-90.61343324706941,-76.0897,19.668541,5.0177846,132.89856,-15.928902,6.715063,-1.892981,-8.53887,1.3399987,36.021484,-15.590109,1.2302902,1.8327546,-9.914901,26.855246,18.11027,31.81352,10.672266,7.1259856,34.321625,12.36372,39.115627,-139.29498,-69.741234,99.02829,25.35911,-7.74954,4.336836,-24.562895
232,1.709554672241211,0.24725976586341858,79.61963653564453,8.347331734395212,-11.206291690012616,-89.95427624487071,-72.88665,20.119781,5.8509574,131.01797,-15.379594,6.9277487,-1.0600945,-8.547244,0.9596873,33.229916,-12.612032,1.4621289,0.98432285,-9.759901,25.570225,17.948341,34.4466,12.209342,2.8206143,34.40233,13.450563,39.663628,-134.44305,-69.63639,100.09014,25.293713,-7.025636,4.3794737,-22.891077
233,1.6886591911315918,0.16262821853160858,80.45115661621094,8.175235164182332,-10.817840009509728,-89.26081206144497,-69.64389,20.638683,6.756198,128.79047,-14.099624,7.360817,-0.41663104,-8.568068,0.6176047,30.698547,-9.173338,1.7117556,0.1183452,-9.704469,24.175102,17.881378,37.28285,13.903817,-1.3312225,34.370335,14.544875,39.705357,-128.78358,-69.83974,100.65644,24.866316,-7.337608,4.700574,-21.42962
234,1.6718825101852417,0.07024936378002167,81.30085754394531,7.988441914833107,-10.408316811169719,-88.51634835312305,-66.300804,21.212183,7.754268,126.28052,-12.293024,8.02116,0.08566921,-8.560876,0.2833967,28.349611,-5.3450336,1.9690369,-0.8001372,-9.720486,22.69595,17.939299,40.325233,15.673622,-5.4210024,34.262012,15.691327,39.342033,-122.40525,-70.35703,100.792,23.989937,-8.373219,5.1996684,-20.10803
235,1.6777982711791992,-0.0178071279078722,82.14704132080078,7.729994131495661,-10.035279463422729,-87.79722695508043,-62.848625,21.844717,8.768769,123.47105,-10.211317,8.691915,0.37879658,-8.441885,-0.06128309,26.402906,-1.3925464,2.2631295,-1.6276015,-9.651469,21.268387,17.797201,43.5467,17.388676,-9.129696,34.146774,16.871674,38.805843,-115.40914,-71.189445,100.293526,22.948378,-9.991619,5.885412,-18.802023
236,1.7124102115631104,-0.10160880535840988,82.96549224853516,7.348524480320063,-9.753718390774067,-87.18018499323269,-59.28505,22.521275,9.728353,120.33558,-8.08337,9.135,0.4372259,-8.175987,-0.41866818,25.001402,2.4609263,2.6484697,-2.2151632,-9.37141,20.030794,17.098028,46.918385,18.885159,-12.136842,34.10327,18.064276,38.32124,-107.8214,-72.32292,98.88415,22.020603,-12.077393,6.763997,-17.373108
237,1.7695056200027466,-0.17793008685112,83.7737808227539,6.823931136910473,-9.564860681289746,-86.69462291608342,-55.587326,23.292273,10.630643,116.83151,-5.7551403,9.336939,0.27450174,-7.8294473,-0.95210516,23.993158,6.48731,3.2226408,-2.459761,-8.831825,19.00706,15.620775,50.438744,20.006706,-14.396867,34.186714,19.330017,37.815018,-99.33255,-73.7373,96.34048,21.149227,-14.926539,7.960219,-15.640484
238,1.8450525999069214,-0.24420183897018433,84.56346130371094,6.192958991444185,-9.43876178132356,-86.29527163792925,-51.756546,24.113886,11.545135,112.98329,-3.1746597,9.38153,-0.06661491,-7.430681,-1.5675418,23.268272,10.750283,3.979627,-2.393754,-8.099097,18.15382,13.32159,54.135162,20.616974,-16.018278,34.37376,20.64865,37.1952,-89.71445,-75.404495,92.61043,20.130434,-18.534018,9.368535,-13.66326
239,1.954911708831787,-0.2925918996334076,85.3214111328125,5.511293911305834,-9.383126388995969,-85.94380062844617,-47.835594,24.801783,12.498045,108.85667,-0.70236623,9.168279,-0.563362,-6.9179997,-1.8821503,23.023083,14.721229,4.845585,-2.0644312,-7.229106,17.501036,10.028857,58.01253,20.494766,-16.904797,34.596798,21.877995,36.669735,-79.06196,-77.27258,87.6259,19.030201,-22.284512,10.689518,-11.699141
240,2.086805820465088,-0.3190388083457947,86.03836059570312,4.836099394097224,-9.408503059818672,-85.59958306990644,-43.872234,25.171095,13.472583,104.489136,1.313814,8.597984,-1.1892577,-6.212154,-1.5501125,23.468678,17.85428,5.72762,-1.5482907,-6.2674537,17.074898,5.4899855,62.046406,19.355917,-16.93166,34.763004,22.883915,36.465115,-67.50255,-79.25496,81.32848,17.93913,-25.503052,11.695693,-10.06437
241,2.2467942237854004,-0.3258485198020935,86.69287872314453,4.1526552090101365,-9.564814429726518,-85.264331117112,-39.75128,25.265253,14.474739,99.78267,2.659644,7.561164,-1.8836424,-5.0953693,-0.16618416,24.69513,19.88802,6.643376,-0.8739197,-5.155923,16.91188,-0.6785041,66.1419,16.881056,-16.07479,34.79847,23.664377,36.725513,-54.782825,-81.19049,73.398415,16.930769,-27.963053,12.372063,-8.804571
242,2.44295072555542,-0.29125553369522095,87.26405334472656,3.40987968033853,-9.839944809826275,-84.94809598421945,-35.51629,25.145864,15.408908,94.73717,3.5824068,6.112471,-2.667494,-3.5544536,1.9542897,26.650213,21.07967,7.7051597,-0.13575847,-3.8637037,16.986612,-8.523186,70.14121,13.001397,-14.477266,34.655434,24.314571,37.37138,-40.621166,-82.80345,63.697277,15.837026,-29.909086,12.865697,-7.7744446
243,2.6590938568115234,-0.2309563308954239,87.76258850097656,2.596347623361065,-10.149379970303652,-84.62747469394677,-31.465214,24.707047,16.01284,89.53341,4.417006,4.3920965,-3.6768656,-1.8320003,4.038463,29.403078,21.652334,8.882629,0.4588768,-2.4764214,17.23989,-17.485668,73.88896,8.078905,-12.409698,34.330765,24.835712,38.27271,-25.568071,-83.76556,52.839024,14.549265,-31.430637,13.231933,-7.019098
244,2.848358392715454,-0.15536026656627655,88.18631744384766,1.718673105526551,-10.402671084295376,-84.28853414103934,-27.871096,23.896265,16.051682,84.36091,5.4586463,2.5958588,-5.092266,-0.25757885,5.315902,33.01474,21.887915,10.066135,0.7663338,-1.0630708,17.611458,-26.78856,77.30241,2.7027285,-10.1753025,33.913277,25.1935,39.24349,-10.810097,-83.874146,42.04636,13.114214,-32.693985,13.531309,-6.5939736
245,3.0330424308776855,-0.036650944501161575,88.52252960205078,0.7356094682909364,-10.612836798518195,-83.94508662584447,-24.760784,22.660202,15.303713,79.141365,6.76811,0.7706222,-7.0178924,0.96370846,5.318422,37.817772,21.796543,11.060368,0.7429134,0.4373411,18.1285,-35.982086,80.370605,-2.6149144,-7.9535284,33.59372,25.357723,40.22103,2.284823,-83.14328,32.60245,11.878682,-33.77262,13.808812,-6.653625
246,3.2305784225463867,0.11023026704788208,88.76982879638672,-0.3467785036010184,-10.81513189241732,-83.61477654117834,-21.908394,21.213377,13.928546,73.82764,8.104871,-1.0728543,-9.407067,1.8906592,4.4988723,43.799236,21.25023,11.780953,0.4081499,2.074667,18.76035,-44.804188,83.13118,-7.604531,-5.7783403,33.434338,25.317797,41.239174,12.7701845,-81.7234,25.41492,11.172133,-34.652157,14.045491,-7.1210637
247,3.43731689453125,0.28932836651802063,88.90534973144531,-1.4373293410961228,-10.94728024433109,-83.28836071401442,-19.23914,19.846987,12.307656,68.651085,9.338648,-2.8141315,-12.204495,2.5806286,3.4985569,50.43595,20.381516,12.320928,-0.16671248,3.7553604,19.347902,-53.09087,85.63593,-12.3266735,-3.5984056,33.337666,25.057838,42.247135,20.407557,-79.8435,20.842154,11.07512,-35.34113,14.215406,-7.7454095
